Key,English,French
KEY_SYMES_CRYOLAB_5,"to at least share some samples, but they denied everything - even the existence of this lab.","à partager au moins quelques échantillons, mais l'organisation nia tout, jusqu'à l'existence de ce laboratoire."
KEY_SYMES_CRYOLAB_6,It looks like the research was abandoned in the late 1970s. I'm not sure why.,Il semble que les recherches ont été abandonnées à la fin des années 1970. Je ne sais pas pourquoi.
KEY_SYMES_CRYOLAB_7,"The samples are degraded, but if my analysis is correct... this is the Pandoravirus.","Les échantillons sont dégradés, mais si mon analyse est correcte... c'est le Pandoravirus."
KEY_SYMES_CRYOLAB_8,(sigh) Sometimes I wonder whether the only reason we survived as a species is sheer luck.,"(soupir) Parfois, je me demande si la seule raison de notre survie en tant qu'espèce, est simplement la chance."
KEY_SYMES_OGLETHORPE_1,The writings of my great-grandfather recount his mission to Oglethorpe University and the Time Vault.,Les écrits de mon arrière-grand-père racontent sa mission à l'université Oglethorpe et la chambre temporelle.
KEY_SYMES_OGLETHORPE_10,I have to keep searching. If I find the answer it'll all have been worth it.,"Je dois continuer à chercher. Si je trouve la réponse, tout en aura valu la peine."
KEY_SYMES_OGLETHORPE_2,"It was here, in 1936, that he deposited the files - sealed aluminium containers","C'était ici, en 1936, qu'il déposa les fichiers, des conteneurs en aluminium scellés,"
KEY_SYMES_OGLETHORPE_3,"that were locked away, to be opened in a thousand years.",qui ont été verrouillés à l'intérieur pour être ouverts mille ans plus tard.
KEY_SYMES_OGLETHORPE_4,Did he know what those files contained? I'm not sure. He was a wily old devil.,Savait-il ce que contenaient ces fichiers ? Je ne sais pas. C'était un vieux diable rusé.
KEY_SYMES_OGLETHORPE_5,I have the documents before me now. They prove what I had previously only suspected,"J'ai les documents ici, devant moi. Ils prouvent ce que je soupçonnais :"
KEY_SYMES_OGLETHORPE_6,a technologically advanced hominin civilization existed on this planet long before Homo sapiens came along.,une civilisation d'Hominini technologiquement avancée existait sur cette planète bien avant l'arrivée des Homo sapiens.
KEY_SYMES_OGLETHORPE_7,They flourished... until something destroyed them.,Ils prospéraient... jusqu'à ce que quelque chose les détruise.
KEY_SYMES_OGLETHORPE_8,"But some of them must have survived, or where did the stories come from? Somehow, they must have won.","Mais certains d'entre eux ont dû survivre, sinon d'où proviennent ces histoires ? Ils ont dû être victorieux d'une certaine manière."
KEY_SYMES_OGLETHORPE_9,I know that some of my operatives think I've lost it. It doesn't matter.,Je sais que certains de mes agents pensent que j'ai perdu la tête. Peu importe.
KEY_SYMES_RETREAT_1,"As the world fell apart around us, it was difficult not to feel guilty.","En voyant le monde s'effondrer autour de nous, ce fut difficile de ne pas ressentir la culpabilité."
KEY_SYMES_RETREAT_10,There’s only one thing I’m sure of: I can’t stay here anymore.,Il n'y a qu'une seule chose dont j'ai la certitude : je ne peux pas rester ici plus longtemps.
KEY_SYMES_RETREAT_2,"Some chose to be proactive and fight, but not me. I came here instead.","Certains choisirent d'être proactifs et de combattre, mais pas moi. J'ai préféré venir ici."
KEY_SYMES_RETREAT_3,"My best weapon is my mind, and I need silence to put it to work.","Ma meilleure arme est mon esprit, et j'ai besoin de silence pour l'optimiser."
KEY_SYMES_RETREAT_4,The history of the Phoenix Project is a complex tapestry.,L'histoire du Projet Phoenix est une fresque complexe.
KEY_SYMES_RETREAT_5,"In Russia, Turkey, Britain, Spain... not one unbroken lineage, but a tangle of organizations","En Russie, Turquie, Grande-Bretagne, Espagne... ce n'est pas une lignée ininterrompue, mais un enchevêtrement d'organisations,"
KEY_SYMES_RETREAT_6,"each passing the torch to the next, with only one goal: to protect the human race.","chacune passant le flambeau à la suivante, avec un objectif unique : protéger la race humaine."
KEY_SYMES_RETREAT_7,"But protect it from what? Did they know about the Pandoravirus, and if so, how?","Mais la protéger de quoi ? Connaissaient-ils le Pandoravirus ? Et si oui, comment ?"
KEY_SYMES_RETREAT_8,The answers are out there. So much has been investigated and collected and analyzed.,"Les réponses sont quelque part. On a tellement examiné, recueilli, analysé."
KEY_SYMES_RETREAT_9,"But it’s all scattered… lost. I don’t know if it’s possible to track it all down, but I have to try.
","Mais tout est dispersé... perdu. Je ne sais pas s'il est possible de tout retrouver, mais je dois essayer.
"
KEY_SYMES_SIBERIA_1,"In 2022, a group of researchers investigating an Anthrax outbreak ","En 2022, un groupe de chercheurs enquêtant sur une épidémie d'Anthrax"
KEY_SYMES_SIBERIA_2,caused by melting permafrost in northern Siberia went missing.,causée par la fonte du pergélisol dans le nord de la Sibérie a disparu.
KEY_SYMES_SIBERIA_3,The Phoenix Project tried to find out what happened to them,"Le Projet Phoenix a essayé de découvrir ce qui leur était arrivé,"
KEY_SYMES_SIBERIA_4,"but our resources were stretched too thin ",mais nos ressources étaient insuffisantes
KEY_SYMES_SIBERIA_5,and our allies in the Russian government were losing influence. So we let it go.,"et nos alliés dans le gouvernement russe perdant de l'influence, nous avons abandonné les recherches."
KEY_SYMES_SIBERIA_6,"All these years later, looking at these samples, I wonder... is this where it started?","Toutes ces années plus tard, en examinant ces échantillons, je me demande... est-ce là que tout a commencé ?"
KEY_SYMES_SIBERIA_7,Is this the first outbreak? If we had done more... could we have stopped it?,Est-ce la première épidémie ? Si nous avions fait davantage... Aurions-nous pu l'arrêter ?
KEY_SYMES_SIBERIA_8,"The genetic material I have recovered might hold the answers, but I'm not sure I want to know.","Le matériel génétique que j'ai récupéré peut contenir les réponses, mais je ne sais pas si je veux le savoir."
KEY_SYMES_SINKHOLES_1,"In his essays, my great-grandfather recounts the story of the ill-fated Qinling-Bashan ","Dans ses essais, mon arrière-grand-père raconte l'histoire de l'expédition funeste"
KEY_SYMES_SINKHOLES_2,"expedition of 1915 and the journal of Lei Meng, the leader of the mission","de Qinling Bashan en 1915 et du journal de Lei Meng, le chef de la mission"
KEY_SYMES_SINKHOLES_3,who found evidence of a forgotten protocivilization deep below the ground.,qui avait trouvé des preuves d'une proto-civilisation oubliée sous terre.
KEY_SYMES_SINKHOLES_4,"There is also mention of James Dawson, a British photographer ","Il fait également mention de James Dawson, un photographe britannique,"
KEY_SYMES_SINKHOLES_5,who stole most of the precious samples recovered by the team.,qui avait dérobé les échantillons les plus précieux récupérés par l'équipe.
KEY_SYMES_SINKHOLES_6,"What became of Dawson has always been a mystery, but now I know the mundane truth","Ce qu'advint de Dawson a toujours été un mystère, mais je connais maintenant la simple vérité ;"
KEY_SYMES_SINKHOLES_7,"he died here in the mountains, forgotten and alone.","il est mort ici dans les montagnes, oublié et seul."
KEY_SYMES_SINKHOLES_8,This protocivilization... could it hold the key to defeating the Pandoravirus?,Cette proto-civilisation... pourrait-elle être la clé permettant de vaincre le Pandoravirus ?
KEY_SYMES_SINKHOLES_9,They say history repeats itself. Has all of this happened before?,On dit que l'histoire se répète. Tout cela s'est-il déjà produit ?
KEY_SYNPARLIAMENT_ENDING1_01,"For countless aeons, the Yuggothian Entity had planned this day. ","Pendant des millénaires, l'Entité yuggothienne avait préparé ce jour."
KEY_SYNPARLIAMENT_ENDING1_02,"With the power to bend an entire ecosystem to its will, ","Ayant le pouvoir de plier tout un écosystème à sa volonté,"
KEY_SYNPARLIAMENT_ENDING1_03,its triumph over humanity was inevitable. No wonder it considered itself a god.,son triomphe sur l'humanité était inévitable. Pas étonnant qu'elle se soit considérée comme une entité divine.
KEY_SYNPARLIAMENT_ENDING2_01,"It knew we could never defeat its army of slaves. ",Elle savait que nous ne pourrions jamais vaincre son armée d'esclaves.
KEY_SYNPARLIAMENT_ENDING2_02,"For every creature that we killed, it would grow another. ","Pour chaque créature que nous avions tuée, elle en créait une autre."
KEY_SYNPARLIAMENT_ENDING2_03,"But there was one possibility it had never accounted for: ",Mais il y avait une possibilité qu'elle n'avait jamais prise en compte :
KEY_SYNPARLIAMENT_ENDING2_04,that instead of killing its slaves... we would free them.,qu'au lieu de tuer ses esclaves... nous les libérerions.
KEY_SYNPARLIAMENT_ENDING3_01,"That wasn't the end of the story, but it was the end of the war. ","Ce n'était pas la fin de l'histoire, mais c'était la fin de la guerre."
KEY_SYNPARLIAMENT_ENDING3_02,"The Earth had become a wilderness, and Synedrion would have to find a way ","Notre planète était devenue une terre sauvage, et le Synédrion allait devoir trouver un moyen"
KEY_SYNPARLIAMENT_ENDING3_03,to coexist with the creatures it had liberated. But we were free.,de coexister avec les créatures qu'il avait libérées. Mais nous étions libres.
KEY_SYNPARLIAMENT_ENDING4_01,"New Jericho tried to keep fighting, but Tobias West's vision could no longer inspire his people. ","La Nouvelle-Jéricho essaya de continuer à se battre, mais la vision de Tobias West ne parvenait plus à inspirer les foules."
KEY_SYNPARLIAMENT_ENDING4_02,"He fought for purity, for his principles, but all they longed for was peace.","Il s'était battu pour la pureté, pour ses principes, mais son peuple ne désirait qu'une chose : la paix."
KEY_SYNPARLIAMENT_ENDING5_01,"When she heard what Synedrion had accomplished, ","Lorsqu'elle entendit ce que le Synédrion avait accompli,"
KEY_SYNPARLIAMENT_ENDING5_02,"the Exalted proclaimed that the age of the Dead God was over, and the Disciples of Anu were dissolved. ",l'Exaltée proclama la fin de l'ère du Dieu défunt et les Disciples d'Anu furent dissous.
KEY_SYNPARLIAMENT_ENDING5_03,"After that, she disappeared. There are those who still await her return.","Après cela, elle disparut. Certains attendent toujours son retour."
KEY_SYNPARLIAMENT_ENDING6_01,"Synedrion began to build the new world. A world of freedom and equality, ","Le Synédrion commença à construire le nouveau monde. Un monde de liberté et d'égalité,"
KEY_SYNPARLIAMENT_ENDING6_02,"in which humanity could finally gain some sort of balance. ",dans lequel l'humanité pourrait enfin atteindre une sorte d'équilibre.
KEY_SYNPARLIAMENT_ENDING6_03,"It wasn't easy; humans like to argue. ","Ce ne fut pas simple, les humains aiment se quereller."
KEY_SYNPARLIAMENT_ENDING6_04,But Synedrion turned those arguments into a source of strength.,Mais le Synédrion fit une force de ces disputes.
KEY_SYNPARLIAMENT_ENDING7_01,"As for the Phoenix Project... we finally had the support we needed. ",Quant au Projet Phoenix... nous reçûmes enfin le soutien dont nous avions besoin.
KEY_SYNPARLIAMENT_ENDING7_02,"It was time to build, to train, to prepare. Up there, in celestial darkness, ","Il était temps de construire, de s'entraîner, de préparer. Là-haut, dans l'obscurité céleste,"
KEY_SYNPARLIAMENT_ENDING7_03,"something ancient and powerful still hungered for our planet. ",quelque chose d'ancien et de puissant avait encore une soif insatiable de contrôler notre planète.
KEY_SYNPARLIAMENT_ENDING7_04,But next time... next time we'd be ready.,"Mais la prochaine fois... la prochaine fois, nous serions prêts."
KEY_SYNTERRAFORM_ENDING1_01,"For countless aeons, the Yuggothian Entity had planned this day. ","Pendant des millénaires, l'Entité yuggothienne avait préparé ce jour."
KEY_SYNTERRAFORM_ENDING1_02,"With the power to bend an entire ecosystem to its will, its triumph over humanity was inevitable. ","Ayant le pouvoir de plier tout un écosystème à sa volonté, son triomphe sur l'humanité était inévitable."
KEY_SYNTERRAFORM_ENDING1_03,No wonder it considered itself a god.,Pas étonnant qu'elle se considérait comme une entité divine.
KEY_SYNTERRAFORM_ENDING2_01,"It knew that even if we defeated its armies, it could wait us out. ","Elle savait que même si nous parvenions à vaincre ses armées, elle pourrait attendre de voir ce que nous ferions."
KEY_SYNTERRAFORM_ENDING2_02,"Its real weapon was the Pandoravirus, the ultimate terraforming tool. ","Sa vraie arme était le Pandoravirus, l'outil suprême de terraformation."
KEY_SYNTERRAFORM_ENDING2_03,"But there was one possibility it had never accounted for: ",Mais il y avait une possibilité qu'elle n'avait jamais prise en compte :
KEY_SYNTERRAFORM_ENDING2_04,that we would seize that tool for ourselves.,que nous nous emparions de cet outil.
KEY_SYNTERRAFORM_ENDING3_01,"It was now that the real war began: the war to recreate the world according to human needs. ",C'était maintenant que la vraie guerre commençait : la guerre visant à recréer le monde selon les besoins humains.
KEY_SYNTERRAFORM_ENDING3_02,To build a sustainable system that would allow the individual to flourish.,À construire un système durable qui permettrait aux individus de s'épanouir.
KEY_SYNTERRAFORM_ENDING4_01,"There was no space for New Jericho in the new system. ",Il n'y avait pas de place pour la Nouvelle-Jéricho dans ce nouveau système.
KEY_SYNTERRAFORM_ENDING4_02,"Synedrion could no longer make excuses: coexistence was impossible. ",Le Synédrion ne pouvait plus trouver d'excuses : la coexistence était impossible.
KEY_SYNTERRAFORM_ENDING4_03,"Tobias West was an honorable opponent, but he had to be destroyed.","Tobias West était un adversaire honorable, mais il devait être anéanti."
KEY_SYNTERRAFORM_ENDING5_01,"When she heard what Synedrion had accomplished, ","Lorsqu'elle entendit ce que le Synédrion avait accompli,"
KEY_SYNTERRAFORM_ENDING5_02,"the Exalted proclaimed that the age of the Dead God was over, and the Disciples of Anu were dissolved. ",l'Exaltée proclama la fin de l'ère du Dieu défunt et les Disciples d'Anu furent dissous.
KEY_SYNTERRAFORM_ENDING5_03,"After that, she disappeared. It did not take long for her religion to be forgotten.","Après cela, elle disparut. Il ne fallut pas longtemps pour que sa religion tombe dans l'oubli."
KEY_SYNTERRAFORM_ENDING6_01,"Synedrion began to build the new world. ",Le Synédrion commença à construire le nouveau monde.
KEY_SYNTERRAFORM_ENDING6_02,Old species were revived and new ones were designed.,D'anciennes espèces furent réintroduites et de nouvelles furent créées.
KEY_SYNTERRAFORM_ENDING6_03,"The age of scarcity was over; the Earth became a work of art, a testament to human ingenuity.","L'âge de la disette était terminé ; la Terre devint une œuvre d'art, un témoignage de l'ingéniosité humaine."
KEY_SYNTERRAFORM_ENDING7_01,"As for the Phoenix Project... we finally had the support we needed. ",Quant au Projet Phoenix... nous reçûmes enfin le soutien dont nous avions besoin.
KEY_SYNTERRAFORM_ENDING7_02,"It was time to build, to train, to prepare. Up there, in celestial darkness, ","Il était temps de construire, de s'entraîner, de préparer. Là-haut, dans l'obscurité céleste,"
KEY_SYNTERRAFORM_ENDING7_03,"something ancient and powerful still hungered for our planet. ",quelque chose d'ancien et de puissant avait encore une soif insatiable de contrôler notre planète.
KEY_SYNTERRAFORM_ENDING7_04,But next time... next time we'd be ready.,"Mais la prochaine fois... la prochaine fois, nous serions prêts."
KEY_SYN_INTRO1_01,"Synedrion was built on a dream. A world without hierarchies, ","Le Synédrion a été fondé sur un rêve. Un monde sans hiérarchies,"
KEY_SYN_INTRO1_02,"without leaders, where human beings could embrace ","sans dirigeants, où les êtres humains pourraient embrasser"
KEY_SYN_INTRO1_03,the potential of technology without its destructive side-effects.,le potentiel de la technologie sans aucun de ses effets secondaires destructeurs.
KEY_SYN_INTRO2_01,"The radicals of the old world had been proven right: ",Les extrémistes de l'ancien monde avaient eu raison :
KEY_SYN_INTRO2_02,the status quo could not sustain itself. But what now? What was the next step?,"le statu quo ne pouvait plus subsister. Mais alors, que fallait-il faire ensuite ?"
KEY_SYN_INTRO3_01,"Some argued for co-existence with the Pandoran ecosystem, hoping for a peaceful solution. ","Certains ont plaidé pour une coexistence avec l'écosystème pandorien, dans l'espoir d'une solution pacifique."
KEY_SYN_INTRO3_02,"Others advocated putting humanity before Nature, and claiming the planet for themselves.","D'autres ont recommandé de placer l'humanité au-dessus de la nature, et de s'accaparer la planète."
KEY_SYN_INTRO4_01,"Trusting in the safety of their havens, the people of Synedrion argued about the best way forward. ","Confiants de la sûreté de leurs refuges, les membres du Synédrion ont débattu de la meilleure marche à suivre."
KEY_SYN_INTRO4_02,"But the Pandoravirus had little interest in their arguments, ","Mais le Pandoravirus n'avait que faire de leurs querelles,"
KEY_SYN_INTRO4_03,and its power was still growing...,et son pouvoir continuait de grandir...
KEY_YUGGOTHIANRESEARCH_SYMES1_01,"Finally, we knew our enemy.","Enfin, nous connaissions notre ennemi."
KEY_YUGGOTHIANRESEARCH_SYMES2_01,"The Pandoravirus was only a tool. It was the hand that wielded it that truly mattered. ","Le Pandoravirus n'était qu'un simple outil. Ce qui comptait vraiment, c'était la main qui le manipulait."
KEY_YUGGOTHIANRESEARCH_SYMES2_02,The creature we came to call the Yuggothian Entity.,Nous avions donné à la créature le nom d'Entité yuggothienne.
KEY_YUGGOTHIANRESEARCH_SYMES3_01,"It was old - perhaps older than the Solar System itself. ","Elle était ancienne, peut-être plus vieille que le système solaire lui-même."
KEY_YUGGOTHIANRESEARCH_SYMES3_02,"On Yuggoth, the ninth planet, it lay waiting. ","Sur Yuggoth, la neuvième planète, elle attendait patiemment."
KEY_YUGGOTHIANRESEARCH_SYMES3_03,"For thousands of years, it slept in the outer darkness.","Pendant des milliers d'années, elle dormait dans les ténèbres."
KEY_YUGGOTHIANRESEARCH_SYMES3_04,"But when Yuggoth's orbit approached the Earth, it expelled the seeds of our destruction. ","Mais quand l'orbite de Yuggoth s'est approchée de la Terre, elle a expulsé les graines de notre destruction."
KEY_YUGGOTHIANRESEARCH_SYMES3_05,"Its mind reached out, haunting our dreams, infesting our stories.","Son esprit est parvenu jusqu'à nous, il a hanté nos rêves, infesté nos vies."
KEY_YUGGOTHIANRESEARCH_SYMES4_01,"Its ultimate purpose was to transform our world into its own - ","Son but ultime était de transformer notre monde à l'image du sien,"
KEY_YUGGOTHIANRESEARCH_SYMES4_02,"to recreate whatever long-lost abyss it had come from. ",de recréer l'abysse oublié dont elle venait.
KEY_YUGGOTHIANRESEARCH_SYMES4_03,"Its creatures were already assembling a new body it could inhabit. ",Ses larbins assemblaient déjà une nouvelle enveloppe corporelle afin qu'elle puisse l'habiter.
KEY_YUGGOTHIANRESEARCH_SYMES4_04,"And when they were done... when the Yuggothian Entity came to Earth... ",Et une fois son dessein réalisé... une fois que l'Entité yuggothienne est arrivée sur Terre...
KEY_YUGGOTHIANRESEARCH_SYMES4_05,nothing could stand in its way.,plus rien ne pouvait se dresser sur son chemin.
