Key,English,French
KEY_TRITON_ELITE_ARM_SHROWDER_NAME_TEMP,EVOLVED PAIN CHAMELEON ARM,BRAS DE CAMÉLÉON DE DOULEUR AMÉLIORÉ
KEY_TRITON_ELITE_LEG_AGILE_DESCRIPTION_TEMP,Increases creature's speed,Augmente la vitesse de la créature
KEY_TRITON_ELITE_LEG_AGILE_NAME_TEMP,EVOLVED AGILE LEG,JAMBE AGILE AMÉLIORÉE
KEY_TRITON_ELITE_LEG_HEAVY_DESCRIPTION_TEMP,Creature becomes invisible when dealt damage,Rend la créature invisible lorsqu'elle subit des dégâts
KEY_TRITON_ELITE_LEG_HEAVY_NAME_TEMP,EVOLVED STEALTH LEG,JAMBE FURTIVE AMÉLIORÉE
KEY_TRITON_ELITE_REGENERATION_TORSO_NAME_TEMP,EVOLVED REGENERATION TORSO,TORSE RÉGÉNÉRANT AMÉLIORÉ
KEY_TRITON_ELITE_SENSOR_HEAD_DESCRIPTION_TEMP,Doubles creature's perception,Double la perception de la créature
KEY_TRITON_ELITE_SENSOR_HEAD_NAME_TEMP,EVOLVED SENSOR HEAD,TÊTE DE CAPTEUR AMÉLIORÉE
KEY_TRITON_ELITE_SHROWDER_TORSO_NAME_TEMP,EVOLVED PAIN CHAMELEON TORSO,TORSE DE CAMÉLÉON DE DOULEUR AMÉLIORÉ
KEY_TRITON_ELITE_SILENCE_HEAD_DESCRIPTION_TEMP,Silences weapon attacks,Étouffe le son des attaques avec des armes
KEY_TRITON_ELITE_SILENCE_HEAD_NAME_TEMP,EVOLVED SILENCE HEAD,TÊTE SILENCIEUSE AMÉLIORÉE
KEY_TRITON_ELITE_TORSO_REGENERATION_DESCRIPTION_TEMP,Restores health to damaged limbs,Restaure des points de vie aux membres endommagés
KEY_TRITON_ELITE_TORSO_SHROWDER_DESCRIPTION_TEMP,Creature becomes invisible when dealt damage,Rend la créature invisible lorsqu'elle subit des dégâts
KEY_TRITON_LEG_AGILE_DESCRIPTION_TEMP,Increases creature's speed,Augmente la vitesse de la créature
KEY_TRITON_LEG_AGILE_NAME_TEMP,AGILE LEG,JAMBE AGILE
KEY_TRITON_LEG_STEALTH_DESCRIPTION_TEMP,Creature becomes invisible when dealt damage,Rend la créature invisible lorsqu'elle subit des dégâts
KEY_TRITON_LEG_STEALTH_NAME_TEMP,STEALTH LEG,JAMBE FURTIVE
KEY_TRITON_SENSOR_HEAD_DESCRIPTION_TEMP,Doubles creature's perception,Double la perception de la créature
KEY_TRITON_SENSOR_HEAD_NAME_TEMP,SENSOR HEAD,TÊTE DE CAPTEUR
KEY_TRITON_SOUND_HEAD_DESCRIPTION_TEMP,Silences weapon attacks,Étouffe le son des attaques avec des armes
KEY_TRITON_SOUND_HEAD_NAME_TEMP,SILENCE HEAD,TÊTE SILENCIEUSE
KEY_TRITON_TORSO_REGENERATION_DESCRIPTION_TEMP,Restores health to damaged limbs,Restaure des points de vie aux membres endommagés
KEY_TRITON_TORSO_REGENERATION_NAME_TEMP,REGENERATION TORSO,TORSE RÉGÉNÉRANT
KEY_TRITON_TORSO_SHROWDER_DESCRIPTION_TEMP,Creature becomes invisible when dealt damage,Rend la créature invisible lorsqu'elle subit des dégâts
KEY_TRITON_TORSO_SHROWDER_NAME_TEMP,PAIN CHAMELEON TORSO,TORSE DE CAMÉLÉON DE DOULEUR
KEY_WORM_ACID_TORSO_DESCRIPTION,Explodes and damages nearby enemies with acid,"Explose, infligeant des dégâts aux ennemis à proximité avec de l'acide."
KEY_WORM_ACID_TORSO_NAME,ACIDWORM TORSO,TORSE DE VER CAUSTIQUE
KEY_WORM_FIRE_TORSO_DESCRIPTION,Explodes and sets nearby enemies ablaze,"Explose, embrasant les ennemis à proximité."
KEY_WORM_FIRE_TORSO_NAME,FIREWORM TORSO,TORSE DE VER DE FEU
KEY_WORM_POISON_TORSO_DESCRIPTION,Explodes affects neaby enemies with poison,"Explose, infligeant des dégâts aux ennemis à proximité avec du poison."
KEY_WORM_POISON_TORSO_NAME,POISONWORM TORSO,TORSE DE VER TOXIQUE
KEY_YUGGOTH_CARAPACE_DESCRIPTION_TEMP,Protects the brain of the Yuggothian Entity,Protège le cerveau d'une entité yuggothienne
KEY_YUGGOTH_EYE_DESCRIPTION_TEMP,Eye of Yuggoth,Œil de Yuggoth
KEY_YUGGOTH_EYE_NAME_TEMP,EYE,ŒIL
KEY_YUGGOTH_HEAVY_CARAPACE_NAME_TEMP,HEAVY CARAPACE,CARAPACE LOURDE
KEY_YUGGOTH_TENTACLE_DESCRIPTION_TEMP,Covers the vulnerable eyes of the Yuggothian Entity,Couvre les yeux vulnérables de l'entité yuggothienne
KEY_YUGGOTH_TENTACLE_NAME_TEMP,TENTACLE,TENTACULE
